ticker,has_any_event,has_listed_event,has_delist_signal_event,has_lifecycle_list_date,has_lifecycle_delist_date,gap_missing_any_event,gap_missing_listed_event,gap_missing_delist_signal_event,gap_missing_lifecycle_list_date,gap_missing_lifecycle_delist_date
JTPY,false,false,false,false,false,true,true,true,true,true
JTX,false,false,false,false,false,true,true,true,true,true
JUN,false,false,false,false,false,true,true,true,true,true
JUNO,false,false,false,false,false,true,true,true,true,true
JUNS,true,true,false,true,false,false,false,true,false,true
JVA,true,true,true,true,true,false,false,false,false,false
JWEL,true,true,false,true,false,false,false,true,false,true
JWL,false,false,false,false,false,true,true,true,true,true
JWN,false,false,false,false,false,true,true,true,true,true
JWS,false,false,false,false,false,true,true,true,true,true
JXG,true,true,true,true,true,false,false,false,false,false
JXJT,false,false,false,false,false,true,true,true,true,true
JYAC,false,false,false,false,false,true,true,true,true,true
JYD,true,true,false,true,false,false,false,true,false,true
JYNT,true,true,false,true,false,false,false,true,false,true
JZXN,true,true,false,true,false,false,false,true,false,true
KA,false,false,false,false,false,true,true,true,true,true
KAAC,false,false,false,false,false,true,true,true,true,true
KAHC,false,false,false,false,false,true,true,true,true,true
KAIR,false,false,false,false,false,true,true,true,true,true
KAL,false,false,false,false,false,true,true,true,true,true
KALA,true,true,false,true,false,false,false,true,false,true
KALU,true,true,false,true,false,false,false,true,false,true
KALV,true,true,false,true,false,false,false,true,false,true
KAMN,false,false,false,false,false,true,true,true,true,true
KATE,false,false,false,false,false,true,true,true,true,true
KAVL,true,true,false,true,false,false,false,true,false,true
KBAL,false,false,false,false,false,true,true,true,true,true
KBNT,false,false,false,false,false,true,true,true,true,true
KBSF,false,false,false,false,false,true,true,true,true,true
KBSX,true,true,false,true,false,false,false,true,false,true
KBW,false,false,false,false,false,true,true,true,true,true
KCAC,false,false,false,false,false,true,true,true,true,true
KCG,false,false,false,false,false,true,true,true,true,true
KCGI,false,false,false,false,false,true,true,true,true,true
KCI,false,false,false,false,false,true,true,true,true,true
KCP,false,false,false,false,false,true,true,true,true,true
KCS,false,false,false,false,false,true,true,true,true,true
KDK,true,true,true,true,true,false,false,false,false,false
KDMN,false,false,false,false,false,true,true,true,true,true
KDN,false,false,false,false,false,true,true,true,true,true
KDNY,false,false,false,false,false,true,true,true,true,true
KEA,false,false,false,false,false,true,true,true,true,true
KEG,false,false,false,false,false,true,true,true,true,true
KEI,false,false,false,false,false,true,true,true,true,true
KELYA,true,true,false,true,false,false,false,true,false,true
KERX,false,false,false,false,false,true,true,true,true,true
KEYW,false,false,false,false,false,true,true,true,true,true
KFII,true,true,false,true,false,false,false,true,false,true
KFN,false,false,false,false,false,true,true,true,true,true
KFRC,true,true,true,true,true,false,false,false,false,false
KFT,false,false,false,false,false,true,true,true,true,true
KG,true,true,false,true,false,false,false,true,false,true
KGEI,false,false,false,false,false,true,true,true,true,true
KGJI,false,false,false,false,false,true,true,true,true,true
KH,false,false,false,false,false,true,true,true,true,true
KHD,false,false,false,false,false,true,true,true,true,true
KIDS,true,true,false,true,false,false,false,true,false,true
KIDZ,true,true,false,true,false,false,false,true,false,true
KIN,false,false,false,false,false,true,true,true,true,true
KIND,false,false,false,false,false,true,true,true,true,true
KING,false,false,false,false,false,true,true,true,true,true
KIRK,false,false,false,false,false,true,true,true,true,true
KITE,false,false,false,false,false,true,true,true,true,true
KITT,true,true,true,true,true,false,false,false,false,false
KKD,false,false,false,false,false,true,true,true,true,true
KL,false,false,false,false,false,true,true,true,true,true
KLC,true,true,false,true,false,false,false,true,false,true
KLDO,false,false,false,false,false,true,true,true,true,true
KLG,false,false,false,false,false,true,true,true,true,true
KLR,false,false,false,false,false,true,true,true,true,true
KLRS,true,true,false,true,false,false,false,true,false,true
KLTO,true,true,true,true,true,false,false,false,false,false
KLTR,true,true,false,true,false,false,false,true,false,true
KLXE,true,true,false,true,false,false,false,true,false,true
KLXI,false,false,false,false,false,true,true,true,true,true
KLXIV,false,false,false,false,false,true,true,true,true,true
KMDA,true,true,false,true,false,false,false,true,false,true
KMG,false,false,false,false,false,true,true,true,true,true
KMP,false,false,false,false,false,true,true,true,true,true
KMR,false,false,false,false,false,true,true,true,true,true
KMRK,true,true,false,true,false,false,false,true,false,true
KMT,false,false,false,false,false,true,true,true,true,true
KMTS,true,true,false,true,false,false,false,true,false,true
KNBE,false,false,false,false,false,true,true,true,true,true
KND,false,false,false,false,false,true,true,true,true,true
KNDI,false,false,false,false,false,true,true,true,true,true
KNL,false,false,false,false,false,true,true,true,true,true
KNOP,true,true,false,true,false,false,false,true,false,true
KNTE,false,false,false,false,false,true,true,true,true,true
KNXA,false,false,false,false,false,true,true,true,true,true
KOD,true,true,false,true,false,false,false,true,false,true
KODK,true,true,true,true,true,false,false,false,false,false
KOG,false,false,false,false,false,true,true,true,true,true
KONA,false,false,false,false,false,true,true,true,true,true
KOP,false,false,false,false,false,true,true,true,true,true
KOPN,false,false,false,false,false,true,true,true,true,true
KORE,true,true,true,true,true,false,false,false,false,false
KOS,false,false,false,false,false,true,true,true,true,true
KOSS,false,false,false,false,false,true,true,true,true,true
KPA,false,false,false,false,false,true,true,true,true,true
KPLT,true,true,true,true,true,false,false,false,false,false
KPRX,true,true,true,true,true,false,false,false,false,false
KPTI,false,false,false,false,false,true,true,true,true,true
KRA,false,false,false,false,false,true,true,true,true,true
KRB,false,false,false,false,false,true,true,true,true,true
KRBP,false,false,false,false,false,true,true,true,true,true
KREF,true,true,false,true,false,false,false,true,false,true
KRI,false,false,false,false,false,true,true,true,true,true
KRMD,true,true,false,true,false,false,false,true,false,true
KRNL,false,false,false,false,false,true,true,true,true,true
KRNT,true,true,false,true,false,false,false,true,false,true
KRNY,true,true,false,true,false,false,false,true,false,true
KRO,false,false,false,false,false,true,true,true,true,true
KROS,true,true,false,true,false,false,false,true,false,true
KRP,true,true,false,true,false,false,false,true,false,true
KRRO,true,true,false,true,false,false,false,true,false,true
KRTX,false,false,false,false,false,true,true,true,true,true
KS,false,false,false,false,false,true,true,true,true,true
KSCP,true,true,true,true,true,false,false,false,false,false
KSE,false,false,false,false,false,true,true,true,true,true
KSMT,false,false,false,false,false,true,true,true,true,true
KSP,false,false,false,false,false,true,true,true,true,true
KSPN,false,false,false,false,false,true,true,true,true,true
KSS,true,true,false,true,false,false,false,true,false,true
KSU,false,false,false,false,false,true,true,true,true,true
KTCC,false,false,false,false,false,true,true,true,true,true
KTO,false,false,false,false,false,true,true,true,true,true
KTR,false,false,false,false,false,true,true,true,true,true
KTRA,false,false,false,false,false,true,true,true,true,true
KTTA,true,true,false,true,false,false,false,true,false,true
KTWO,true,true,false,true,false,false,false,true,false,true
KURA,true,true,false,true,false,false,false,true,false,true
KURI,false,false,false,false,false,true,true,true,true,true
KV.A,false,false,false,false,false,true,true,true,true,true
KVHI,true,true,false,true,false,false,false,true,false,true
KVSA,false,false,false,false,false,true,true,true,true,true
KVSB,false,false,false,false,false,true,true,true,true,true
KVSC,false,false,false,false,false,true,true,true,true,true
KW,true,false,true,false,false,false,true,false,true,true
KWD,false,false,false,false,false,true,true,true,true,true
KWK,false,false,false,false,false,true,true,true,true,true
KWM,true,true,false,true,false,false,false,true,false,true
KXIN,true,true,true,true,true,false,false,false,false,false
KYTX,true,true,false,true,false,false,false,true,false,true
KZL,false,false,false,false,false,true,true,true,true,true
KZR,true,true,false,true,false,false,false,true,false,true
LAAC,false,false,false,false,false,true,true,true,true,true
LAB,true,true,true,true,true,false,false,false,false,false
LABL,false,false,false,false,false,true,true,true,true,true
LAC,false,false,false,false,false,true,true,true,true,true
LACQ,false,false,false,false,false,true,true,true,true,true
LADR,true,true,false,true,false,false,false,true,false,true
LAES,true,true,false,true,false,false,false,true,false,true
LAF,false,false,false,false,false,true,true,true,true,true
LAKE,false,false,false,false,false,true,true,true,true,true
LANV,true,true,false,true,false,false,false,true,false,true
LAR,false,false,false,false,false,true,true,true,true,true
LAS,false,false,false,false,false,true,true,true,true,true
LASE,true,true,false,true,false,false,false,true,false,true
LASR,true,true,false,true,false,false,false,true,false,true
LATN,false,false,false,false,false,true,true,true,true,true
LAW,true,true,false,true,false,false,false,true,false,true
LAYN,false,false,false,false,false,true,true,true,true,true
LAZR,false,false,false,false,false,true,true,true,true,true
LB,true,true,false,true,false,false,false,true,false,true
LBAI,false,false,false,false,false,true,true,true,true,true
LBCC,false,false,false,false,false,true,true,true,true,true
LBGJ,true,true,false,true,false,false,false,true,false,true
LBIO,false,false,false,false,false,true,true,true,true,true
LBIX,false,false,false,false,false,true,true,true,true,true
LBPH,false,false,false,false,false,true,true,true,true,true
LBRX,true,true,false,true,false,false,false,true,false,true
LCA,false,false,false,false,false,true,true,true,true,true
LCAA,false,false,false,false,false,true,true,true,true,true
LCC,false,false,false,false,false,true,true,true,true,true
LCFY,true,true,false,true,false,false,false,true,false,true
LCI,false,false,false,false,false,true,true,true,true,true
LCUT,false,false,false,false,false,true,true,true,true,true
LCW,false,false,false,false,false,true,true,true,true,true
LCY,false,false,false,false,false,true,true,true,true,true
LDG,false,false,false,false,false,true,true,true,true,true
LDHA,false,false,false,false,false,true,true,true,true,true
LDI,true,true,false,true,false,false,false,true,false,true
LDK,false,false,false,false,false,true,true,true,true,true
LDL,false,false,false,false,false,true,true,true,true,true
LDWY,false,false,false,false,false,true,true,true,true,true
LE,true,true,true,false,false,false,false,false,true,true
LEAF,false,false,false,false,false,true,true,true,true,true
LEDS,true,true,false,true,false,false,false,true,false,true
LEE,true,true,true,true,true,false,false,false,false,false
LEG,false,false,false,false,false,true,true,true,true,true
LEGA,false,false,false,false,false,true,true,true,true,true
LEGH,true,true,false,true,false,false,false,true,false,true
LEGO,true,true,false,true,false,false,false,true,false,true
LEH,false,false,false,false,false,true,true,true,true,true
LENZ,true,true,false,true,false,false,false,true,false,true
LEV,false,false,false,false,false,true,true,true,true,true
LEXEA,false,false,false,false,false,true,true,true,true,true
LEXX,true,true,true,true,true,false,false,false,false,false
LF,false,false,false,false,false,true,true,true,true,true
LFAC,true,true,false,true,false,false,false,true,false,true
LFB,false,false,false,false,false,true,true,true,true,true
LFCR,false,false,false,false,false,true,true,true,true,true
LFG,false,false,false,false,false,true,true,true,true,true
LFIN,false,false,false,false,false,true,true,true,true,true
LFMD,true,true,false,true,false,false,false,true,false,true
LFST,true,true,false,true,false,false,false,true,false,true
LFT,true,true,true,true,true,false,false,false,false,false
LFVN,true,true,false,true,false,false,false,true,false,true
LFWD,true,true,false,true,false,false,false,true,false,true
LG,false,false,false,false,false,true,true,true,true,true
LGAC,false,false,false,false,false,true,true,true,true,true
LGC,false,false,false,false,false,true,true,true,true,true
LGCB,true,true,false,true,false,false,false,true,false,true
LGCL,true,true,false,true,false,false,false,true,false,true
LGF,false,false,false,false,false,true,true,true,true,true
LGF.A,false,false,false,false,false,true,true,true,true,true
LGF.B,false,false,false,false,false,true,true,true,true,true
LGHL,true,true,true,true,true,false,false,false,false,false
LGIH,true,true,false,true,false,false,false,true,false,true
LGMK,true,true,true,true,true,false,false,false,false,false
LGO,false,false,false,false,false,true,true,true,true,true
LGP,false,false,false,false,false,true,true,true,true,true
LGST,false,false,false,false,false,true,true,true,true,true
LGTY,false,false,false,false,false,true,true,true,true,true
LGV,false,false,false,false,false,true,true,true,true,true
LGVC,false,false,false,false,false,true,true,true,true,true
LGVN,true,true,true,true,true,false,false,false,false,false
LGVW,false,false,false,false,false,true,true,true,true,true
LHAA,false,false,false,false,false,true,true,true,true,true
LHAI,true,true,false,true,false,false,false,true,false,true
LHC,false,false,false,false,false,true,true,true,true,true
LHCG,false,false,false,false,false,true,true,true,true,true
LHDX,false,false,false,false,false,true,true,true,true,true
LHO,false,false,false,false,false,true,true,true,true,true
LHSW,true,true,false,true,false,false,false,true,false,true
LICN,true,true,false,true,false,false,false,true,false,true
LICY,false,false,false,false,false,true,true,true,true,true
LIDR,true,true,true,true,true,false,false,false,false,false
LIII,false,false,false,false,false,true,true,true,true,true
LILA,true,true,true,true,true,false,false,false,false,false
LILAK,true,true,true,true,true,false,false,false,false,false
LILM,false,false,false,false,false,true,true,true,true,true
LIMN,false,false,false,false,false,true,true,true,true,true
LINC,false,false,false,false,false,true,true,true,true,true
LIND,true,true,true,true,true,false,false,false,false,false
LINK,true,true,true,true,true,false,false,false,false,false
LINU,false,false,false,false,false,true,true,true,true,true
LION,true,true,false,true,false,false,false,true,false,true
LIOX,false,false,false,false,false,true,true,true,true,true
LITM,true,true,false,true,false,false,false,true,false,true
LITS,true,true,true,false,false,false,false,false,true,true
LITT,false,false,false,false,false,true,true,true,true,true
LIVE,true,true,false,true,false,false,false,true,false,true
LIVX,false,false,false,false,false,true,true,true,true,true
LIXT,true,true,true,true,true,false,false,false,false,false
LIZ,false,false,false,false,false,true,true,true,true,true
LJPC,false,false,false,false,false,true,true,true,true,true
LKCO,false,false,false,false,false,true,true,true,true,true
LKFN,false,false,false,false,false,true,true,true,true,true
LKSD,false,false,false,false,false,true,true,true,true,true
LL,false,false,false,false,false,true,true,true,true,true
LLAP,false,false,false,false,false,true,true,true,true,true
LLIT,false,false,false,false,false,true,true,true,true,true
LLL,false,false,false,false,false,true,true,true,true,true
LLNW,false,false,false,false,false,true,true,true,true,true
LLTC,false,false,false,false,false,true,true,true,true,true
LM,false,false,false,false,false,true,true,true,true,true
LMACA,false,false,false,false,false,true,true,true,true,true
LMAO,false,false,false,false,false,true,true,true,true,true
LMAT,false,false,false,false,false,true,true,true,true,true
LMC,false,false,false,false,false,true,true,true,true,true
LMCA,false,false,false,false,false,true,true,true,true,true
LMCK,false,false,false,false,false,true,true,true,true,true
LMDX,false,false,false,false,false,true,true,true,true,true
LMFA,true,true,true,true,true,false,false,false,false,false
LMIA,false,false,false,false,false,true,true,true,true,true
LMNL,false,false,false,false,false,true,true,true,true,true
LMOS,false,false,false,false,false,true,true,true,true,true
LMPX,false,false,false,false,false,true,true,true,true,true
LMRK,false,false,false,false,false,true,true,true,true,true
LMS,false,false,false,false,false,true,true,true,true,true
LNAI,true,true,false,true,false,false,false,true,false,true
LNCE,false,false,false,false,false,true,true,true,true,true
LNKB,true,true,false,true,false,false,false,true,false,true
LNKD,false,false,false,false,false,true,true,true,true,true
LNKS,true,true,false,true,false,false,false,true,false,true
LNN,false,false,false,false,false,true,true,true,true,true
LNR,false,false,false,false,false,true,true,true,true,true
LNX,false,false,false,false,false,true,true,true,true,true
LNY,false,false,false,false,false,true,true,true,true,true
LO,false,false,false,false,false,true,true,true,true,true
LOAC,false,false,false,false,false,true,true,true,true,true
LOAK,false,false,false,false,false,true,true,true,true,true
LOB,true,true,true,true,true,false,false,false,false,false
LOBO,true,true,false,true,false,false,false,true,false,true
LOCC,false,false,false,false,false,true,true,true,true,true
LOCK,false,false,false,false,false,true,true,true,true,true
LOCO,true,true,false,true,false,false,false,true,false,true
LOGC,false,false,false,false,false,true,true,true,true,true
LOGM,false,false,false,false,false,true,true,true,true,true
LOKB,false,false,false,false,false,true,true,true,true,true
LONE,false,false,false,false,false,true,true,true,true,true
LOOP,true,true,false,true,false,false,false,true,false,true
LOTZ,false,false,false,false,false,true,true,true,true,true
LOVE,true,true,false,true,false,false,false,true,false,true
LOXO,false,false,false,false,false,true,true,true,true,true
LPAA,true,true,false,true,false,false,false,true,false,true
LPCN,true,true,false,true,false,false,false,true,false,true
LPG,true,true,false,true,false,false,false,true,false,true
LPNT,false,false,false,false,false,true,true,true,true,true
LPR,false,false,false,false,false,true,true,true,true,true
LPRO,true,true,false,true,false,false,false,true,false,true
LPS,false,false,false,false,false,true,true,true,true,true
LPSN,true,true,false,true,false,false,false,true,false,true
LPT,false,false,false,false,false,true,true,true,true,true
LPTH,false,false,false,false,false,true,true,true,true,true
LPTX,false,false,false,false,false,true,true,true,true,true
LQ,false,false,false,false,false,true,true,true,true,true
LQDT,false,false,false,false,false,true,true,true,true,true
LQI,false,false,false,false,false,true,true,true,true,true
LQR,false,false,false,false,false,true,true,true,true,true
LRHC,true,true,false,true,false,false,false,true,false,true
LRMR,true,true,false,true,false,false,false,true,false,true
LRW,false,false,false,false,false,true,true,true,true,true
LRY,false,false,false,false,false,true,true,true,true,true
LSAQ,false,false,false,false,false,true,true,true,true,true
LSB,false,false,false,false,false,true,true,true,true,true
LSDI,false,false,false,false,false,true,true,true,true,true
LSE,true,true,false,true,false,false,false,true,false,true
LSH,true,true,false,true,false,false,false,true,false,true
LSI,false,false,false,false,false,true,true,true,true,true
LSPD,true,true,false,true,false,false,false,true,false,true
LSS,false,false,false,false,false,true,true,true,true,true
LSXMA,false,false,false,false,false,true,true,true,true,true
LSXMK,false,false,false,false,false,true,true,true,true,true
LTBR,true,true,false,true,false,false,false,true,false,true
LTC,true,false,true,false,false,false,true,false,true,true
LTCH,true,true,true,true,true,false,false,false,false,false
LTD,false,false,false,false,false,true,true,true,true,true
LTEA,false,false,false,false,false,true,true,true,true,true
LTHM,false,false,false,false,false,true,true,true,true,true
LTRN,true,true,false,true,false,false,false,true,false,true
LTRPA,false,false,false,false,false,true,true,true,true,true
LTRX,false,false,false,false,false,true,true,true,true,true
LTRY,false,false,false,false,false,true,true,true,true,true
LTXB,false,false,false,false,false,true,true,true,true,true
LUB,false,false,false,false,false,true,true,true,true,true
LUCD,true,true,false,true,false,false,false,true,false,true
LUCY,true,true,false,true,false,false,false,true,false,true
LUK,false,false,false,false,false,true,true,true,true,true
LUM,false,false,false,false,false,true,true,true,true,true
LUMO,false,false,false,false,false,true,true,true,true,true
LUNA,false,false,false,false,false,true,true,true,true,true
LUNG,true,true,false,true,false,false,false,true,false,true
LUNR,true,true,true,true,true,false,false,false,false,false
LUXA,false,false,false,false,false,true,true,true,true,true
LUXH,false,false,false,false,false,true,true,true,true,true
LVGO,false,false,false,false,false,true,true,true,true,true
LVLT,false,false,false,false,false,true,true,true,true,true
LVLU,true,true,false,true,false,false,false,true,false,true
LVNTA,false,false,false,false,false,true,true,true,true,true
LVOX,false,false,false,false,false,true,true,true,true,true
LVRO,true,true,true,true,true,false,false,false,false,false
LVTX,false,false,false,false,false,true,true,true,true,true
LVWR,true,true,false,true,false,false,false,true,false,true
LWAC,true,true,false,true,false,false,false,true,false,true
LWLG,true,true,false,true,false,false,false,true,false,true
LXEO,true,true,false,true,false,false,false,true,false,true
LXFR,true,true,true,true,true,false,false,false,false,false
LXFT,false,false,false,false,false,true,true,true,true,true
LXK,false,false,false,false,false,true,true,true,true,true
LXRX,false,false,false,false,false,true,true,true,true,true
LXU,true,true,false,true,false,false,false,true,false,true
LYLT,false,false,false,false,false,true,true,true,true,true
LYO,false,false,false,false,false,true,true,true,true,true
LYRA,true,true,false,true,false,false,false,true,false,true
LYT,false,false,false,false,false,true,true,true,true,true
LYTS,false,false,false,false,false,true,true,true,true,true
LZ,true,true,false,true,false,false,false,true,false,true
LZB,false,false,false,false,false,true,true,true,true,true
LZM,true,true,false,true,false,false,false,true,false,true
LZMH,true,true,false,true,false,false,false,true,false,true
MAAC,false,false,false,false,false,true,true,true,true,true
MACC,false,false,false,false,false,true,true,true,true,true
MACK,false,false,false,false,false,true,true,true,true,true
MACQ,false,false,false,false,false,true,true,true,true,true
MAGH,true,true,false,true,false,false,false,true,false,true
MAGN,false,false,false,false,false,true,true,true,true,true
MAMA,true,true,false,true,false,false,false,true,false,true
MAMK,true,true,false,true,false,false,false,true,false,true
MAN,false,false,false,false,false,true,true,true,true,true
MANT,false,false,false,false,false,true,true,true,true,true
MAPS,true,true,true,true,true,false,false,false,false,false
MAQC,false,false,false,false,false,true,true,true,true,true
MARK,false,false,false,false,false,true,true,true,true,true
MARPS,false,false,false,false,false,true,true,true,true,true
MASK,true,true,false,true,false,false,false,true,false,true
MASS,true,true,false,true,false,false,false,true,false,true
MATR,false,false,false,false,false,true,true,true,true,true
MATV,false,false,false,false,false,true,true,true,true,true
MATW,false,false,false,false,false,true,true,true,true,true
MAX,true,true,false,true,false,false,false,true,false,true
MAXN,false,false,false,false,false,true,true,true,true,true
MAXR,false,false,false,false,false,true,true,true,true,true
MAY,false,false,false,false,false,true,true,true,true,true
MAZE,true,true,false,true,false,false,false,true,false,true
MB,true,true,false,true,false,false,false,true,false,true
MBAC,false,false,false,false,false,true,true,true,true,true
MBAV,true,true,false,true,false,false,false,true,false,true
MBC,true,true,false,true,false,false,false,true,false,true
MBFI,false,false,false,false,false,true,true,true,true,true
MBI,false,false,false,false,false,true,true,true,true,true
MBII,false,false,false,false,false,true,true,true,true,true
MBIN,true,true,true,true,true,false,false,false,false,false
MBIO,true,true,false,true,false,false,false,true,false,true
MBLX,false,false,false,false,false,true,true,true,true,true
MBOT,false,false,false,false,false,true,true,true,true,true
MBRX,true,true,false,true,false,false,false,true,false,true
MBSC,false,false,false,false,false,true,true,true,true,true
MBUU,true,true,false,true,false,false,false,true,false,true
MBVX,false,false,false,false,false,true,true,true,true,true
MBX,true,true,false,true,false,false,false,true,false,true
MCAA,false,false,false,false,false,true,true,true,true,true
MCAC,false,false,false,false,false,true,true,true,true,true
MCB,true,true,false,true,false,false,false,true,false,true
MCBC,false,false,false,false,false,true,true,true,true,true
MCEP,false,false,false,false,false,true,true,true,true,true
MCFE,false,false,false,false,false,true,true,true,true,true
MCFT,true,true,false,true,false,false,false,true,false,true
MCHX,false,false,false,false,false,true,true,true,true,true
MCLD,false,false,false,false,false,true,true,true,true,true
MCMJ,false,false,false,false,false,true,true,true,true,true
MCOM,true,true,true,true,true,false,false,false,false,false
MCP,false,false,false,false,false,true,true,true,true,true
MCRB,true,true,false,true,false,false,false,true,false,true
MCRN,false,false,false,false,false,true,true,true,true,true
MCS,false,false,false,false,false,true,true,true,true,true
MCTA,true,true,false,true,false,false,false,true,false,true
MCTR,false,false,false,false,false,true,true,true,true,true
MCUR,false,false,false,false,false,true,true,true,true,true
MCVT,false,false,false,false,false,true,true,true,true,true
MCW,true,true,true,true,true,false,false,false,false,false
MD,true,true,true,true,true,false,false,false,false,false
MDAI,true,true,true,true,true,false,false,false,false,false
MDC,false,false,false,false,false,true,true,true,true,true
MDCA,false,false,false,false,false,true,true,true,true,true
MDCO,false,false,false,false,false,true,true,true,true,true
MDF,false,false,false,false,false,true,true,true,true,true
MDG,false,false,false,false,false,true,true,true,true,true
MDH,false,false,false,false,false,true,true,true,true,true
MDIA,true,true,false,true,false,false,false,true,false,true
MDJH,false,false,false,false,false,true,true,true,true,true
MDLA,false,false,false,false,false,true,true,true,true,true
MDLY,false,false,false,false,false,true,true,true,true,true
MDNA,false,false,false,false,false,true,true,true,true,true
MDP,false,false,false,false,false,true,true,true,true,true
MDR,false,false,false,false,false,true,true,true,true,true
MDRR,true,true,true,true,true,false,false,false,false,false
MDRX,false,false,false,false,false,true,true,true,true,true
MDS,false,false,false,false,false,true,true,true,true,true
MDSO,false,false,false,false,false,true,true,true,true,true
MDVL,false,false,false,false,false,true,true,true,true,true
MDWD,true,true,false,true,false,false,false,true,false,true
MDXG,true,true,true,true,true,false,false,false,false,false
MDZ,false,false,false,false,false,true,true,true,true,true
ME,false,false,false,false,false,true,true,true,true,true
MEC,true,true,false,true,false,false,false,true,false,true
MED,true,true,true,true,true,false,false,false,false,false
MEDS,false,false,false,false,false,true,true,true,true,true
MEE,false,false,false,false,false,true,true,true,true,true
MEET,false,false,false,false,false,true,true,true,true,true
MEG,true,true,false,true,false,false,false,true,false,true
MEGL,true,true,false,true,false,false,false,true,false,true
MEI,true,false,true,false,false,false,true,false,true,true
MEIP,false,false,false,false,false,true,true,true,true,true
MEKA,false,false,false,false,false,true,true,true,true,true
MEL,false,false,false,false,false,true,true,true,true,true
MENT,false,false,false,false,false,true,true,true,true,true
MEP,false,false,false,false,false,true,true,true,true,true
MER,false,false,false,false,false,true,true,true,true,true
MERC,false,false,false,false,false,true,true,true,true,true
MESA,false,false,false,false,false,true,true,true,true,true
MFA,true,true,true,true,true,false,false,false,false,false
MFB,false,false,false,false,false,true,true,true,true,true
MFE,false,false,false,false,false,true,true,true,true,true
MFGP,false,false,false,false,false,true,true,true,true,true
MFH,false,false,false,false,false,true,true,true,true,true
MFI,true,true,false,true,false,false,false,true,false,true
MFIC,true,true,true,true,true,false,false,false,false,false
MFIN,true,true,true,true,true,false,false,false,false,false
MFNC,false,false,false,false,false,true,true,true,true,true
MFS,false,false,false,false,false,true,true,true,true,true
MFW,false,false,false,false,false,true,true,true,true,true
MG,false,false,false,false,false,true,true,true,true,true
MGAM,true,true,true,true,true,false,false,false,false,false
MGEN,false,false,false,false,false,true,true,true,true,true
MGG,false,false,false,false,false,true,true,true,true,true
MGI,false,false,false,false,false,true,true,true,true,true
MGIC,true,false,true,false,false,false,true,false,true,true
MGIH,true,true,false,true,false,false,false,true,false,true
MGLN,false,false,false,false,false,true,true,true,true,true
MGN,true,true,false,true,false,false,false,true,false,true
MGNX,true,true,false,true,false,false,false,true,false,true
MGOL,false,false,false,false,false,true,true,true,true,true
MGP,false,false,false,false,false,true,true,true,true,true
MGPI,false,false,false,false,false,true,true,true,true,true
MGRM,false,false,false,false,false,true,true,true,true,true
MGRX,true,true,false,true,false,false,false,true,false,true
MGTX,true,true,false,true,false,false,false,true,false,true
MGX,true,true,false,true,false,false,false,true,false,true
MHFI,false,false,false,false,false,true,true,true,true,true
MHGC,false,false,false,false,false,true,true,true,true,true
MHL,false,false,false,false,false,true,true,true,true,true
MHLD,false,false,false,false,false,true,true,true,true,true
MHP,false,false,false,false,false,true,true,true,true,true
MHR,false,false,false,false,false,true,true,true,true,true
MHS,false,false,false,false,false,true,true,true,true,true
MHUA,false,false,false,false,false,true,true,true,true,true
MHX,false,false,false,false,false,true,true,true,true,true
MIC,false,false,false,false,false,true,true,true,true,true
MICS,false,false,false,false,false,true,true,true,true,true
MICT,false,false,false,false,false,true,true,true,true,true
MIFI,false,false,false,false,false,true,true,true,true,true
MIGI,true,true,false,true,false,false,false,true,false,true
MIK,false,false,false,false,false,true,true,true,true,true
MIL,false,false,false,false,false,true,true,true,true,true
MILE,false,false,false,false,false,true,true,true,true,true
MILL,false,false,false,false,false,true,true,true,true,true
MIM,false,false,false,false,false,true,true,true,true,true
MIME,false,false,false,false,false,true,true,true,true,true
MIMI,true,true,false,true,false,false,false,true,false,true
MIND,true,true,true,true,true,false,false,false,false,false
MINI,false,false,false,false,false,true,true,true,true,true
MINM,false,false,false,false,false,true,true,true,true,true
MIRA,true,true,false,true,false,false,false,true,false,true
MIRO,false,false,false,false,false,true,true,true,true,true
MIST,true,true,false,true,false,false,false,true,false,true
MIT,false,false,false,false,false,true,true,true,true,true
MITA,false,false,false,false,false,true,true,true,true,true
MITK,true,true,false,true,false,false,false,true,false,true
MITL,false,false,false,false,false,true,true,true,true,true
MITT,true,true,false,true,false,false,false,true,false,true
MJID,false,false,false,false,false,true,true,true,true,true
MJN,false,false,false,false,false,true,true,true,true,true
MKDW,true,true,false,true,false,false,false,true,false,true
MKFG,false,false,false,false,false,true,true,true,true,true
MKGI,false,false,false,false,false,true,true,true,true,true
MKUL,false,false,false,false,false,true,true,true,true,true
ML,false,false,false,false,false,true,true,true,true,true
MLAC,true,true,false,true,false,false,false,true,false,true
MLEC,true,true,false,true,false,false,false,true,false,true
MLGO,true,true,true,true,true,false,false,false,false,false
MLKN,false,false,false,false,false,true,true,true,true,true
MLNK,false,false,false,false,false,true,true,true,true,true
MLNT,false,false,false,false,false,true,true,true,true,true
MLNX,false,false,false,false,false,true,true,true,true,true
MLS,false,false,false,false,false,true,true,true,true,true
MLTX,true,true,false,true,false,false,false,true,false,true
MM,false,false,false,false,false,true,true,true,true,true
MMAT,false,false,false,false,false,true,true,true,true,true
MMI,true,true,false,true,false,false,false,true,false,true
MMLP,false,false,false,false,false,true,true,true,true,true
MMP,false,false,false,false,false,true,true,true,true,true
